id_ambulancia,t0,n_pm_w,n_cm_w,n_total_mant_w,dias_desde_ultima_interv,n_eventos_vehicular_w,n_eventos_electrico_w,n_eventos_equipamiento_w,n_episodios_downtime_w,downtime_total_dias_w,downtime_promedio_dias_w,disponibilidad_w,km_en_w,servicios_en_w,equipamiento_funcional,y_inoperativa_14
AMB-T2-002,2024-05-24,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5852.0,116,1,0
AMB-T2-002,2024-05-31,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2797.0,73,1,0
AMB-T2-002,2024-06-07,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5482.0,138,1,0
AMB-T2-002,2024-06-14,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5482.0,138,1,0
AMB-T2-002,2024-06-21,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5482.0,138,1,0
AMB-T2-002,2024-06-28,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5482.0,138,1,0
AMB-T2-002,2024-07-05,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5134.0,121,1,0
AMB-T2-002,2024-07-12,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5134.0,121,1,0
AMB-T2-002,2024-07-19,1,0,1,1,1,0,0,0,0.0,0.0,1.0,5134.0,121,1,0
AMB-T2-002,2024-07-26,1,0,1,8,1,0,0,0,0.0,0.0,1.0,5134.0,121,1,0
AMB-T2-002,2024-08-02,1,0,1,15,1,0,0,0,0.0,0.0,1.0,5757.0,125,1,0
AMB-T2-002,2024-08-09,1,0,1,22,1,0,0,0,0.0,0.0,1.0,5757.0,125,1,0
AMB-T2-002,2024-08-16,1,0,1,29,1,0,0,0,0.0,0.0,1.0,5757.0,125,1,0
AMB-T2-002,2024-08-23,1,0,1,36,1,0,0,0,0.0,0.0,1.0,5757.0,125,1,0
AMB-T2-002,2024-08-30,1,0,1,43,1,0,0,0,0.0,0.0,1.0,3308.0,69,1,1
AMB-T2-002,2024-09-06,1,0,1,50,1,0,0,0,0.0,0.0,1.0,6045.0,108,1,1
AMB-T2-002,2024-09-13,1,1,2,3,1,0,1,1,1.5,1.5,0.975,6045.0,108,0,0
AMB-T2-002,2024-09-20,0,1,1,10,0,0,1,1,1.5,1.5,0.975,6045.0,108,0,0
AMB-T2-002,2024-09-27,0,1,1,17,0,0,1,1,1.5,1.5,0.975,6045.0,108,0,0
AMB-T2-002,2024-10-04,0,1,1,24,0,0,1,1,1.5,1.5,0.975,5797.0,109,0,0
AMB-T2-002,2024-10-11,0,1,1,31,0,0,1,1,1.5,1.5,0.975,5797.0,109,0,0
AMB-T2-002,2024-10-18,0,1,1,38,0,0,1,1,1.5,1.5,0.975,5797.0,109,0,0
AMB-T2-002,2024-10-25,0,1,1,45,0,0,1,1,1.5,1.5,0.975,5797.0,109,0,0
AMB-T2-002,2024-11-01,0,1,1,52,0,0,1,1,1.5,1.5,0.975,5659.0,89,0,0
AMB-T2-002,2024-11-08,0,1,1,59,0,0,1,1,1.5,1.5,0.975,5659.0,89,0,0
AMB-T2-002,2024-11-15,0,1,1,6,0,1,0,0,0.0,0.0,1.0,5659.0,89,1,0
AMB-T2-002,2024-11-22,0,1,1,13,0,1,0,0,0.0,0.0,1.0,5659.0,89,1,1
AMB-T2-002,2024-11-29,0,1,1,20,0,1,0,0,0.0,0.0,1.0,5659.0,89,1,1
AMB-T2-002,2024-12-06,0,2,2,4,0,1,1,1,4.6,4.6,0.9233,5765.0,80,0,0
AMB-T2-002,2024-12-13,0,2,2,11,0,1,1,1,4.6,4.6,0.9233,5765.0,80,0,0
AMB-T2-002,2024-12-20,0,2,2,18,0,1,1,1,4.6,4.6,0.9233,5765.0,80,0,0
AMB-T2-002,2024-12-27,0,2,2,25,0,1,1,1,4.6,4.6,0.9233,5765.0,80,0,0
AMB-T2-003,2024-03-01,1,0,1,49,1,0,0,0,0.0,0.0,1.0,3225.0,67,1,0
AMB-T2-003,2024-03-08,1,0,1,56,1,0,0,0,0.0,0.0,1.0,3225.0,67,1,0
AMB-T2-003,2024-03-15,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3225.0,67,1,0
AMB-T2-003,2024-03-22,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3225.0,67,1,0
AMB-T2-003,2024-03-29,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3225.0,67,1,0
AMB-T2-003,2024-04-05,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3612.0,85,1,0
AMB-T2-003,2024-04-12,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3612.0,85,1,0
AMB-T2-003,2024-04-19,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3612.0,85,1,0
AMB-T2-003,2024-04-26,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3612.0,85,1,0
AMB-T2-003,2024-05-03,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3636.0,94,1,0
AMB-T2-003,2024-05-10,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3636.0,94,1,0
AMB-T2-003,2024-05-17,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3636.0,94,1,0
AMB-T2-003,2024-05-24,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3636.0,94,1,1
AMB-T2-003,2024-05-31,0,0,0,60,0,0,0,0,0.0,0.0,1.0,1373.0,39,1,1
AMB-T2-003,2024-06-07,0,1,1,6,1,0,0,1,4.2,4.2,0.93,3825.0,49,1,0
AMB-T2-003,2024-06-14,0,1,1,13,1,0,0,1,4.2,4.2,0.93,3825.0,49,1,0
AMB-T2-003,2024-06-21,0,1,1,20,1,0,0,1,4.2,4.2,0.93,3825.0,49,1,0
AMB-T2-003,2024-06-28,0,1,1,27,1,0,0,1,4.2,4.2,0.93,3825.0,49,1,0
AMB-T2-003,2024-07-05,0,1,1,34,1,0,0,1,4.2,4.2,0.93,4772.0,53,1,0
AMB-T2-003,2024-07-12,0,1,1,41,1,0,0,1,4.2,4.2,0.93,4772.0,53,1,0
AMB-T2-003,2024-07-19,1,1,2,6,1,1,0,1,4.2,4.2,0.93,4772.0,53,1,0
AMB-T2-003,2024-07-26,1,1,2,13,1,1,0,1,4.2,4.2,0.93,4772.0,53,1,0
AMB-T2-003,2024-08-02,1,0,1,20,0,1,0,0,0.0,0.0,1.0,4747.0,75,1,0
AMB-T2-003,2024-08-09,1,0,1,27,0,1,0,0,0.0,0.0,1.0,4747.0,75,1,0
AMB-T2-003,2024-08-16,1,0,1,34,0,1,0,0,0.0,0.0,1.0,4747.0,75,1,0
AMB-T2-003,2024-08-23,1,0,1,41,0,1,0,0,0.0,0.0,1.0,4747.0,75,1,0
AMB-T2-003,2024-08-30,1,0,1,48,0,1,0,0,0.0,0.0,1.0,2427.0,32,1,0
AMB-T2-003,2024-09-06,1,0,1,55,0,1,0,0,0.0,0.0,1.0,4701.0,67,1,0
AMB-T2-003,2024-09-13,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4701.0,67,1,0
AMB-T2-003,2024-09-20,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4701.0,67,1,0
AMB-T2-003,2024-09-27,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4701.0,67,1,0
AMB-T2-003,2024-10-04,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3334.0,70,1,0
AMB-T2-003,2024-10-11,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3334.0,70,1,0
AMB-T2-003,2024-10-18,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3334.0,70,1,0
AMB-T2-003,2024-10-25,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3334.0,70,1,0
AMB-T2-003,2024-11-01,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2914.0,59,1,0
AMB-T2-003,2024-11-08,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2914.0,59,1,0
AMB-T2-003,2024-11-15,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2914.0,59,1,0
AMB-T2-003,2024-11-22,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2914.0,59,1,0
AMB-T2-003,2024-11-29,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2914.0,59,1,0
AMB-T2-003,2024-12-06,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5419.0,72,1,0
AMB-T2-003,2024-12-13,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5419.0,72,1,0
AMB-T2-003,2024-12-20,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5419.0,72,1,0
AMB-T2-003,2024-12-27,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5419.0,72,1,0
AMB-T2-004,2024-03-01,1,0,1,52,1,0,0,0,0.0,0.0,1.0,5193.0,70,1,0
AMB-T2-004,2024-03-08,1,0,1,59,1,0,0,0,0.0,0.0,1.0,5193.0,70,1,0
AMB-T2-004,2024-03-15,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5193.0,70,1,0
AMB-T2-004,2024-03-22,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5193.0,70,1,0
AMB-T2-004,2024-03-29,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5193.0,70,1,0
AMB-T2-004,2024-04-05,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5172.0,54,1,0
AMB-T2-004,2024-04-12,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5172.0,54,1,0
AMB-T2-004,2024-04-19,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5172.0,54,1,0
AMB-T2-004,2024-04-26,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5172.0,54,1,0
AMB-T2-004,2024-05-03,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4820.0,62,1,0
AMB-T2-004,2024-05-10,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4820.0,62,1,0
AMB-T2-004,2024-05-17,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4820.0,62,1,1
AMB-T2-004,2024-05-24,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4820.0,62,1,1
AMB-T2-004,2024-05-31,0,1,1,2,1,0,0,1,4.4,4.4,0.9267,2598.0,33,1,0
AMB-T2-004,2024-06-07,0,1,1,9,1,0,0,1,4.4,4.4,0.9267,4856.0,65,1,0
AMB-T2-004,2024-06-14,0,1,1,16,1,0,0,1,4.4,4.4,0.9267,4856.0,65,1,0
AMB-T2-004,2024-06-21,0,1,1,23,1,0,0,1,4.4,4.4,0.9267,4856.0,65,1,0
AMB-T2-004,2024-06-28,0,1,1,30,1,0,0,1,4.4,4.4,0.9267,4856.0,65,1,0
AMB-T2-004,2024-07-05,0,1,1,37,1,0,0,1,4.4,4.4,0.9267,4434.0,88,1,0
AMB-T2-004,2024-07-12,0,1,1,44,1,0,0,1,4.4,4.4,0.9267,4434.0,88,1,0
AMB-T2-004,2024-07-19,1,1,2,2,2,0,0,1,4.4,4.4,0.9267,4434.0,88,1,0
AMB-T2-004,2024-07-26,1,1,2,9,2,0,0,1,4.4,4.4,0.9267,4434.0,88,1,1
AMB-T2-004,2024-08-02,1,0,1,16,1,0,0,0,0.0,0.0,1.0,5850.0,96,1,1
AMB-T2-004,2024-08-09,1,1,2,4,2,0,0,1,0.8,0.8,0.9867,5850.0,96,1,0
AMB-T2-004,2024-08-16,1,1,2,11,2,0,0,1,0.8,0.8,0.9867,5850.0,96,1,0
AMB-T2-004,2024-08-23,1,1,2,18,2,0,0,1,0.8,0.8,0.9867,5850.0,96,1,0
AMB-T2-004,2024-08-30,1,1,2,25,2,0,0,1,0.8,0.8,0.9867,3674.0,40,1,0
AMB-T2-004,2024-09-06,1,1,2,32,2,0,0,1,0.8,0.8,0.9867,5854.0,56,1,0
AMB-T2-004,2024-09-13,1,1,2,39,2,0,0,1,0.8,0.8,0.9867,5854.0,56,1,0
AMB-T2-004,2024-09-20,0,1,1,46,1,0,0,1,0.8,0.8,0.9867,5854.0,56,1,0
AMB-T2-004,2024-09-27,0,1,1,53,1,0,0,1,0.8,0.8,0.9867,5854.0,56,1,0
AMB-T2-004,2024-10-04,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3964.0,50,1,0
AMB-T2-004,2024-10-11,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3964.0,50,1,0
AMB-T2-004,2024-10-18,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3964.0,50,1,0
AMB-T2-004,2024-10-25,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3964.0,50,1,1
AMB-T2-004,2024-11-01,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3595.0,62,1,1
AMB-T2-004,2024-11-08,0,1,1,6,0,1,0,1,3.0,3.0,0.95,3595.0,62,1,0
AMB-T2-004,2024-11-15,0,1,1,13,0,1,0,1,3.0,3.0,0.95,3595.0,62,1,0
AMB-T2-004,2024-11-22,0,1,1,20,0,1,0,1,3.0,3.0,0.95,3595.0,62,1,0
AMB-T2-004,2024-11-29,0,1,1,27,0,1,0,1,3.0,3.0,0.95,3595.0,62,1,1
AMB-T2-004,2024-12-06,0,1,1,34,0,1,0,1,3.0,3.0,0.95,4996.0,64,1,1
AMB-T2-004,2024-12-13,0,2,2,1,1,1,0,2,6.6,3.3,0.89,4996.0,64,1,0
AMB-T2-004,2024-12-20,0,2,2,8,1,1,0,2,6.6,3.3,0.89,4996.0,64,1,1
AMB-T2-004,2024-12-27,0,2,2,15,1,1,0,2,6.6,3.3,0.89,4996.0,64,1,1
AMB-T2-005,2024-03-01,1,1,2,53,0,0,2,0,0.0,0.0,1.0,8802.0,149,0,0
AMB-T2-005,2024-03-08,0,0,0,60,0,0,0,0,0.0,0.0,1.0,8802.0,149,1,1
AMB-T2-005,2024-03-15,0,0,0,60,0,0,0,0,0.0,0.0,1.0,8802.0,149,1,1
AMB-T2-005,2024-03-22,0,0,0,60,0,0,0,1,5.2,5.2,0.9133,8802.0,149,1,0
AMB-T2-005,2024-03-29,0,0,0,60,0,0,0,1,5.2,5.2,0.9133,8802.0,149,1,0
AMB-T2-005,2024-04-05,0,0,0,60,0,0,0,1,5.2,5.2,0.9133,7816.0,135,1,0
AMB-T2-005,2024-04-12,0,0,0,60,0,0,0,1,5.2,5.2,0.9133,7816.0,135,1,0
AMB-T2-005,2024-04-19,0,0,0,60,0,0,0,1,5.2,5.2,0.9133,7816.0,135,1,0
AMB-T2-005,2024-04-26,0,0,0,60,0,0,0,1,5.2,5.2,0.9133,7816.0,135,1,0
AMB-T2-005,2024-05-03,0,1,1,4,0,0,1,1,5.2,5.2,0.9133,7376.0,122,0,0
AMB-T2-005,2024-05-10,0,1,1,11,0,0,1,1,5.2,5.2,0.9133,7376.0,122,0,0
AMB-T2-005,2024-05-17,0,1,1,18,0,0,1,1,5.2,5.2,0.9133,7376.0,122,0,0
AMB-T2-005,2024-05-24,0,1,1,25,0,0,1,0,0.0,0.0,1.0,7376.0,122,0,0
AMB-T2-005,2024-05-31,0,1,1,32,0,0,1,0,0.0,0.0,1.0,3977.0,75,0,0
AMB-T2-005,2024-06-07,0,1,1,39,0,0,1,0,0.0,0.0,1.0,7274.0,137,0,0
AMB-T2-005,2024-06-14,0,1,1,46,0,0,1,0,0.0,0.0,1.0,7274.0,137,0,0
AMB-T2-005,2024-06-21,0,1,1,53,0,0,1,0,0.0,0.0,1.0,7274.0,137,0,0
AMB-T2-005,2024-06-28,0,0,0,60,0,0,0,0,0.0,0.0,1.0,7274.0,137,1,0
AMB-T2-005,2024-07-05,0,0,0,60,0,0,0,0,0.0,0.0,1.0,7980.0,104,1,0
AMB-T2-005,2024-07-12,0,0,0,60,0,0,0,0,0.0,0.0,1.0,7980.0,104,1,0
AMB-T2-005,2024-07-19,1,0,1,3,1,0,0,0,0.0,0.0,1.0,7980.0,104,1,0
AMB-T2-005,2024-07-26,1,0,1,10,1,0,0,0,0.0,0.0,1.0,7980.0,104,1,0
AMB-T2-005,2024-08-02,1,0,1,17,1,0,0,0,0.0,0.0,1.0,8685.0,97,1,1
AMB-T2-005,2024-08-09,1,0,1,24,1,0,0,0,0.0,0.0,1.0,8685.0,97,1,1
AMB-T2-005,2024-08-16,1,1,2,1,1,1,0,1,2.9,2.9,0.9517,8685.0,97,1,0
AMB-T2-005,2024-08-23,1,1,2,8,1,1,0,1,2.9,2.9,0.9517,8685.0,97,1,1
AMB-T2-005,2024-08-30,1,1,2,15,1,1,0,1,2.9,2.9,0.9517,4002.0,55,1,1
AMB-T2-005,2024-09-06,1,2,3,0,1,2,0,2,6.3,3.15,0.895,7938.0,125,1,0
AMB-T2-005,2024-09-13,1,2,3,7,1,2,0,2,6.3,3.15,0.895,7938.0,125,1,0
AMB-T2-005,2024-09-20,0,2,2,14,0,2,0,2,6.3,3.15,0.895,7938.0,125,1,0
AMB-T2-005,2024-09-27,0,2,2,21,0,2,0,2,6.3,3.15,0.895,7938.0,125,1,0
AMB-T2-005,2024-10-04,0,2,2,28,0,2,0,2,6.3,3.15,0.895,7930.0,119,1,0
AMB-T2-005,2024-10-11,0,3,3,2,0,3,0,2,6.3,3.15,0.895,7930.0,119,1,0
AMB-T2-005,2024-10-18,0,2,2,9,0,2,0,1,3.4,3.4,0.9433,7930.0,119,1,0
AMB-T2-005,2024-10-25,0,2,2,16,0,2,0,1,3.4,3.4,0.9433,7930.0,119,1,0
AMB-T2-005,2024-11-01,0,2,2,23,0,2,0,1,3.4,3.4,0.9433,7554.0,128,1,0
AMB-T2-005,2024-11-08,0,1,1,30,0,1,0,0,0.0,0.0,1.0,7554.0,128,1,0
AMB-T2-005,2024-11-15,0,1,1,37,0,1,0,0,0.0,0.0,1.0,7554.0,128,1,0
AMB-T2-005,2024-11-22,0,1,1,44,0,1,0,0,0.0,0.0,1.0,7554.0,128,1,0
AMB-T2-005,2024-11-29,0,1,1,51,0,1,0,0,0.0,0.0,1.0,7554.0,128,1,0
AMB-T2-005,2024-12-06,0,1,1,58,0,1,0,0,0.0,0.0,1.0,7618.0,151,1,0
AMB-T2-005,2024-12-13,0,0,0,60,0,0,0,0,0.0,0.0,1.0,7618.0,151,1,0
AMB-T2-005,2024-12-20,0,0,0,60,0,0,0,0,0.0,0.0,1.0,7618.0,151,1,0
AMB-T2-005,2024-12-27,0,0,0,60,0,0,0,0,0.0,0.0,1.0,7618.0,151,1,0
AMB-T2-006,2024-03-01,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3847.0,61,1,0
AMB-T2-006,2024-03-08,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3847.0,61,1,0
AMB-T2-006,2024-03-15,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3847.0,61,1,0
AMB-T2-006,2024-03-22,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3847.0,61,1,0
AMB-T2-006,2024-03-29,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3847.0,61,1,0
AMB-T2-006,2024-04-05,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3692.0,73,1,1
AMB-T2-006,2024-04-12,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3692.0,73,1,1
AMB-T2-006,2024-04-19,0,1,1,0,0,1,0,1,4.5,4.5,0.925,3692.0,73,1,1
AMB-T2-006,2024-04-26,0,2,2,3,0,2,0,2,9.1,4.55,0.8483,3692.0,73,1,0
AMB-T2-006,2024-05-03,0,2,2,10,0,2,0,2,9.1,4.55,0.8483,3916.0,69,1,0
AMB-T2-006,2024-05-10,0,2,2,17,0,2,0,2,9.1,4.55,0.8483,3916.0,69,1,0
AMB-T2-006,2024-05-17,0,2,2,24,0,2,0,2,9.1,4.55,0.8483,3916.0,69,1,0
AMB-T2-006,2024-05-24,0,2,2,31,0,2,0,2,9.1,4.55,0.8483,3916.0,69,1,0
AMB-T2-006,2024-05-31,0,2,2,38,0,2,0,2,9.1,4.55,0.8483,2062.0,36,1,0
AMB-T2-006,2024-06-07,0,2,2,45,0,2,0,2,9.1,4.55,0.8483,4359.0,65,1,0
AMB-T2-006,2024-06-14,0,2,2,52,0,2,0,2,9.1,4.55,0.8483,4359.0,65,1,0
AMB-T2-006,2024-06-21,1,1,2,2,0,1,1,1,4.6,4.6,0.9233,4359.0,65,1,0
AMB-T2-006,2024-06-28,1,0,1,9,0,0,1,0,0.0,0.0,1.0,4359.0,65,1,0
AMB-T2-006,2024-07-05,1,0,1,16,0,0,1,0,0.0,0.0,1.0,3712.0,45,1,0
AMB-T2-006,2024-07-12,1,0,1,23,0,0,1,0,0.0,0.0,1.0,3712.0,45,1,0
AMB-T2-006,2024-07-19,1,0,1,30,0,0,1,0,0.0,0.0,1.0,3712.0,45,1,0
AMB-T2-006,2024-07-26,1,0,1,37,0,0,1,0,0.0,0.0,1.0,3712.0,45,1,0
AMB-T2-006,2024-08-02,1,0,1,44,0,0,1,0,0.0,0.0,1.0,3987.0,56,1,0
AMB-T2-006,2024-08-09,1,0,1,51,0,0,1,0,0.0,0.0,1.0,3987.0,56,1,0
AMB-T2-006,2024-08-16,1,0,1,58,0,0,1,0,0.0,0.0,1.0,3987.0,56,1,0
AMB-T2-006,2024-08-23,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3987.0,56,1,0
AMB-T2-006,2024-08-30,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2572.0,40,1,0
